iba_label,iba_name,longitude,latitude,area_ha
DE355,Hildesheim forest,9.83333,52.1333,3915
DE356,Großes Moor near Gifhorn,10.6333,52.5666,3191
DE358,Forests south of Wolfsburg,10.7,52.3666,4440
DE359,Braunschweig sewage farms,10.4166,52.3166,251
DE360,Lengeder Teichgebiet,10.3166,52.2,153
DE361,waterbird reserve Schöppenstedter Teich,10.7333,52.15,12
DE362,Sewage pond Ida near Othfresen,10.3666,52.0166,32
DE363,Oker valley near Vienenburg,10.5666,51.8666,950
DE365,Solling,9.58333,51.75,42029
DE366,Lower Saxonian North Sea off the East F,7.41666,53.7,70000
DE367,Hund- and Paapsand,6.91666,53.3333,2557
DE368,Ewiges Meer,7.41666,53.55,1277
DE370,Beppener Bruch,8.98333,52.9,3251
DE371,Drawehn,10.9166,53.0333,4851
DE372,Innerste valley near Langelsheim,10.1666,52.1,565
DE373,Southern Harz near Zorge,10.65,51.6333,1179
DE374,Unteres Eichsfeld,10,51.5,14633
DE375,Georgsdorfer and Dalum-Wietmarscher Moo,7.13333,52.5833,6485
DE376,Esterweger Dose,7.65,53.05,5323
DE377,Klietzer Heide,12.1333,52.65,2252
DE378,Altengrabower Heide,12.2166,52.1666,6260
DE379,Mouth of river Schwarze Elster,12.8,51.8,3354
DE380,Upper Harz mountains,10.65,51.8,6112
DE381,Glücksburger Heide,12.9833,51.8666,1790
DE382,Annaburger Heide,13.1166,51.7,6076
DE383,Colblitz-Letzlinger Heide,11.5833,52.45,20000
DE384,Farmlands near Kusey (Altmark),11.1666,52.55,5500
DE385,Elbe lowlands near Bertingen,11.9,52.3666,2800
DE386,Lignite pits Geiseltal,11.8833,51.3166,1000
DE387,Farmlands Prignitz with Stepenitz valle,11.8333,53.2333,57076
DE388,Alte Oder,14.1333,52.9,1230
DE389,Carmzower Mühlensee,14.05,53.3666,39
DE390,Dammer Moor,14.2666,52,665
DE391,Dosse-Jäglitz lowlands,12.3333,52.8166,18497
DE392,Elbaue Mühlberg,13.2,51.4333,1783
DE393,Feldmark Gartz / Gartzer Bruch,14.3666,53.25,7504
DE394,Gransee / Zehdenick / Schnelle Havel,13.3833,52.9333,42890
DE395,Grünewalder Lauch - Pulsnitzniederung,13.6833,51.45,11376
DE396,Havelseen Werder-Potsdam,12.9666,52.3333,2336
DE397,Heathlands of Lieberose-Staakow-Reicher,14.35,51.95,11453
DE398,Hoher Fläming Görzke-Kranepuhl,12.4166,52.1333,7298
DE399,Lausitz mining areas,14.3,51.5833,11299
DE400,Luchgebiet Spaatz-Hohennauen-Witzke,12.3666,52.6833,8221
DE401,Luckauer Becken,13.7833,51.8,10002
DE402,Malxe lowlands / Lakomaer Teiche,14.3833,51.85,9126
DE403,Niederlausitzer Heidegebiete,13.5333,51.8,22736
DE404,Rangsdorfer See lowlands / Prierowsee,13.45,52.25,4879
DE405,Nuthe - Nieplitz lowlands,13.1166,52.25,5599
DE406,Oderbruch,14.45,52.6333,25993
DE407,Oder lowlands Lebus-Ratzdorf,14.6333,52.25,9921
DE408,Plane lowlands,12.5833,52.2666,7768
DE409,Ragow-Mühlroser Heide,14.3333,52.25,5325
DE410,Randow-Welse-Bruch / Uckermärkische Agr,14.1333,53.2333,44949
DE411,Rittgartener Heide / Amalienhof,13.65,53.4333,2491
DE412,Schlaubetal,14.5166,51.95,4715
DE413,Lake region Kyritz,12.4166,53,1277
DE414,Trappenschongebiet Jüterbog,13.1666,51.9333,9900
DE415,Uckertal / Unteruckersee,13.85,53.3333,10236
DE416,Zschornoer Heide,14.6666,51.5833,860
DE417,Hambacher Forst,6.53333,50.8833,1549
DE418,Davert,7.61666,51.85,5074
DE419,Egge,8.95,51.5666,8240
DE420,Rurtal,6.4,50.6,9300
DE421,Vogelsberg,9.25,50.55,52000
DE423,Wetterau,8.91666,50.4166,8000
DE424,Middle Fulda valley,9.75,50.9,3200
DE426,Riedforst near Melsungen,9.61666,51.1833,6900
DE427,Schwalmaue around Schwalmstadt,9.23333,50.8833,2200
DE428,Neckar valley near Hirschhorn (HP),8.86666,49.45,3300
DE429,Neckar oxbows in the Hessian Ried,8.58333,49.75,2400
DE430,Werra lowlands near Wanfried and Eschwe,10.1166,51.1833,2600
DE431,Hoher Meißner/Plesse-Konstein,9.85,51.2,5500
DE433,Mönchbruch of Mörfelden and Rüsselsheim,8.53333,50,1000
DE434,Hauberge near Haiger,8.25,50.85,10000
DE435,Lower Gersprenz lowlands incl. Reinheim,8.88333,49.9,2000
DE436,Spessart near Bad Orb,9.41666,50.2,4500
DE437,Former August-Euler airfield,8.58333,49.85,119
DE439,Untermain,8.83333,50.1333,1600
DE441,Rendaer Höhe,10.0833,51.0833,593
DE443,Southern Sandstone-Odenwald,9,49.5666,20000
DE447,Werra meadows near Bad Salzungen,10.0833,50.85,2450
DE448,Zschorna pond area (Oberlausitz heathla,13.7166,51.2666,1131
DE449,Ponds of Biehla-Weißig (Oberlausitz hea,14.1166,51.3333,870
DE450,Dubringer Moor (Oberlausitz heathland a,14.1833,51.4,1708
DE451,Ponds near Commerau / Truppen (Oberlaus,14.2666,51.3333,377
DE452,Quitzdorf reservoir (Oberlausitz heathl,14.8,51.2666,1580
DE453,Niederspree pond area (Oberlausitz heat,14.8833,51.4,2211
DE454,Königsbrücker Heide (Oberlausitz heathl,13.8833,51.3333,6932
DE455,Mittlere Mulde,12.6333,51.5,9088
DE456,Leipziger Auwald,12.3,51.3666,5738
DE457,Wermsdorf pond and forest regiont,12.9166,51.3166,4297
DE458,Stöhna reservoir,12.4166,51.2166,273
DE459,Buchholz Otterwisch,12.6333,51.2166,316
DE460,Gohrischheide,13.3333,51.4,3396
DE461,Lower Röder valley and Colmnitzer Platt,13.45,51.35,10748
DE462,Former mining area of Hoyerswerda,14.2166,51.5,7636
DE463,Jeßnitz and Thury near Milstrich,14.1833,51.3166,300
DE464,Ponds between Caßlau and Eutrich,14.2833,51.2833,299
DE465,Ponds between Neschwitz and Lomske,14.3833,51.25,822
DE468,Moritzburger Kleinkuppenlandschaft,13.75,51.1666,3085
DE469,Oberlausitzer Gefilde near Weißenberg,14.6666,51.1666,6059
DE470,Elbe meadows at Großes Ostragehege Dres,13.7,51.0666,70
DE471,Hohwald and Valtenberg near Neustadt in,14.2666,51.0666,225
DE473,Forest of Herrnhut,14.7666,51.05,892
DE474,Königsholz of Niederoderwitz,14.7666,50.9666,592
DE475,Oybin,14.75,50.85,5
DE476,Jonsdorfer Felsenstadt,14.6833,50.85,64
DE477,Lückendorf meadows,14.7666,50.8333,111
DE478,Mulde valley between Nossen and Roßwein,13.2166,51.0666,602
DE479,Aschbach valley near Siebenlehn,13.25,51.0166,542
DE480,Elster slopes north of Plauen,12.1666,50.5666,383
DE481,Wisenta valley at Mühltroff,11.9166,50.55,844
DE482,Würschnitzbach valley and forest near S,12.3,50.3833,1133
DE483,Geyerscher Wald,12.8833,50.6166,5182
DE484,Zschopau valley between Wolkenstein and,13.0666,50.7,3002
DE485,Forest near Olbernhau,13.3166,50.6333,631
DE487,Eich-Gimbsheimer Altrhein,8.36666,49.7666,110
DE491,Wildenburger Land / Giebelwald,7.8,50.8666,13000
DE492,Wissen Herdorf / Sieg,7.96666,50.75,11000
DE493,Nister valley and Nauberg,7.85,50.6833,1600
DE494,Ahrmündung,7.26666,50.55,165
DE495,Oberwesterwald,7.95,50.5833,40000
DE496,Ahrgebirge,6.93333,50.4166,59500
DE497,Engerser Feld,7.5,50.4166,500
DE498,Vulkaneifel,6.66666,50.25,28000
DE499,Mittelrheinisches Becken with Laacher S,7.28333,50.3833,38000
DE500,Lahn slopes,7.76666,50.3166,3500
DE501,Schneifel,6.38333,50.2666,9000
DE502,Middle Rhine valley,7.61666,50.1833,15000
DE504,Middle and Lower Mosel,7.35,50.1833,15000
DE505,Our valley,6.15,50.05,2500
DE506,Forests between Wittlich and Cochem,7.05,50.0333,30000
DE507,Bedhard west of Bitburg,6.45,49.9666,1000
DE508,Soonwald,7.6,49.9166,5000
DE509,Dunes and sands of Mainz - Ingelheim,8.11666,49.9833,3000
DE510,Selz valley between Hahnheim and Ingelh,8.15,49.9,400
DE512,Schwarzwälder Hochwald,7,49.6833,3000
DE513,Nahe valley,7.65,49.7666,18000
DE515,Nordpfälzer Bergland and surroundings (,7.76666,49.65,20000
DE516,Farmland plateau between Ilbesheim and,8.06666,49.6833,3500
DE517,Bobenheim-Roxheimer Altrhein with Silbe,8.36666,49.5666,400
DE519,Haardtrand,8.11666,49.3333,27000
DE520,Neuhofener Altrhein with Prinz Karl - W,8.45,49.4333,350
DE522,Speyerer Wald,8.36666,49.35,8000
DE523,Hornbach and tributaries,7.41666,49.1833,800
DE524,Offenbacher Wald,8.28333,49.2166,5000
DE528,Dahner Felsenland,7.88333,49.15,18000
DE531,Bienwald and Viehstrichwiesen,8.16666,49.0166,15000
DE536,Jungfernweiher,6.96666,50.2166,45
DE543,Saargau Bilzingen / Fisch (RP) and Reng,6.45,49.6,1430
DE544,Sewage ponds Offstein,8.2,49.6,50
DE546,Mosel valley and lower Sauer valley,6.86666,49.8333,65000
DE547,Pferdemosel und Kiesweiher (in Louxemb,6.36666,49.5333,225
DE548,Saarkohlenwald,6.98333,49.3,2424
DE549,Northern Black Forest,8.33333,48.5,143951
DE550,Central Black Forest,8.25,48,94726
DE551,Southern Black Forest,8.06666,47.75,84091
DE552,Vorland of the Mittlere Schwäbische Alb,9.58333,48.6666,36690
DE553,Mittlere Schwäbische Alb with Albuch,9.66666,48.5666,247564
DE554,Bodanrück and Mindelsee,9.01666,47.75,8924
DE556,Rhine flats between mouth of Rench and,8.08333,48.8166,3363
DE558,Southern Karlsruhe Hardt,8.33333,48.9333,2789
DE559,Schwetzinger and Hockenheimer Hardt,8.6,49.3333,3537
DE562,Bruchgraben Baden-Baden,8.18333,48.8,305
DE563,Großes Bruch - Riedmatten,8.1,48.7666,1191
DE565,Renchniederung,8,48.6333,2052
DE566,Kinzig- und Schutterniederung between N,7.83333,48.4833,2765
DE568,Elzniederung between Kenzingen and Rust,7.73333,48.25,1021
DE569,Dreisamniederung,7.75,48.1166,1652
DE570,Sewage farm Freiburg,7.76666,48.0166,175
DE574,Mooswälder near Freiburg,7.75,48.0166,3474
DE577,Tüllinger Berg,7.61666,47.6166,291
DE578,Vorbergzone between Zunzingen and Grune,7.68333,47.85,732
DE579,Markgräfler Hügelland near Efringen-Kir,7.58333,47.6666,1532
DE581,Vorbergzone Ettenheim,7.83333,48.25,2112
DE582,Kraichgau near Wiesloch,8.73333,49.3166,538
DE583,Bergstraße Dossenheim-Schriesheim,8.66666,49.4666,401
DE587,Drumlinlandschaft near Überlingen with,9.26666,47.75,2294
DE588,Gravel pits in Hegau,8.88333,47.7833,242
DE589,Ochards around Schlatt am Randen,8.7,47.7666,244
DE590,Baar,8.58333,47.95,20723
DE591,Hedges around Dillendorf,8.4,47.8,571
DE592,Heathlands and Forests in Tauberland,9.65,49.65,1030
DE595,Rotfeld near Gaxhardt,10.3333,49.0166,4
DE597,Sewage ponds Offenau,9.16666,49.25,54
DE598,Lappen near Walldürn,9.36666,49.55,50
DE599,Rohrsee near Bad Wurzach,9.83333,47.8833,159
DE600,Eriskircher Ried of Lake Constance,9.51666,47.6333,562
DE601,Danube valley Scheer-Zwiefaltendorf,9.43333,48.1,4519
DE602,Gravel pits Krauchenwies-Zielfingen,9.25,48.05,1160
DE603,Sauldorfer gravel pits,9.06666,47.9333,214
DE604,Orchards Schwärze near Rottenacker,9.68333,48.2333,43
DE605,Ingerkinger Moore and adjoining forests,9.75,48.2,862
DE609,Illerstausee Ferthofen and Iller up to,10.1,47.9333,117
DE610,Pfrunger and Burgweiler Ried,9.4,47.9166,3425
DE611,Wurzacher Ried,9.86666,47.9166,1857
DE612,Taufach- and Fetzachmoos with Urseen,10.0333,47.7666,380
DE613,Ebenweiler See,9.5,47.9166,118
DE614,Ellerazhofer Weiher,9.96666,47.8166,70
DE615,Neuravensburger Weiher,9.75,47.6333,37
DE616,Schwarzensee and Kolbenmoor with Kolben,9.81666,47.6833,52
DE618,Main valley and Steiger foothills near,10.25,49.9333,5615
DE619,High alps of Allgäu,10.3166,47.3666,20799
DE620,Spessart,9.43333,49.6833,22571
DE621,Rocks and slope forests in the Altmühl,11.8333,48.9,1674
DE623,Altmühltal above Eichstätt and Wellheim,11.0666,48.85,194
DE628,Northern Danube valley and southern Rie,10.5833,48.7166,22633
DE629,Military training area Hohenfels,11.8,49.25,14902
DE630,Military training area Grafenwöhr,11.7666,49.6833,19279
DE631,Schweimker Moor and Lüderbruch,10.6166,52.7833,848
DE632,Wümme lowlands Borgfeld-Fischerhude,8.96666,53.1166,3371
DK001,Ulvedybet and Nibe Bredning,9.5833,57.0333,18530
DK003,Madum Sø,9.9167,56.8333,260
DK004,Rold Skov,9.8333,56.8,7420
DK005,Råbjerg Mile and surrounding heathlands,10.35,57.55,4480
DK006,Jerup Hede,10.3667,57.5333,2320
DK007,Lille Vildmose,10.2167,56.8667,7380
DK008,Coast from Aggersund to Bygholm Vejle,9.1667,57.0333,1660
DK009,Nordre Rønner,10.9333,57.3667,2923
DK011,Hirsholmene,10.6333,57.4833,220
DK012,Løgstør Bredning,9.1667,56.9167,32570
DK013,Eastern part of Vejlerne,9,57.05,4870
DK014,Lovns Bredning,9.1667,56.6667,7590
DK016,Tjele Langsø,9.6667,56.5333,1340
DK017,Ålvand Klithede and Førby Sø,8.4167,56.95,1430
DK018,Vangså Hede,8.4667,57.0167,1410
DK019,Lønnerup Fjord,8.7833,57,460
DK020,Western part of Vejlerne,8.8667,56.9667,3850
DK021,Ovesø,8.5,56.8667,750
DK022,Hanstholm Reservatet,8.6167,57.1167,5110
DK023,Agger Tange and Krik Vig,8.25,56.75,5490
DK024,Hjarbæk Fjord,9.3333,56.55,4260
DK025,Mågerodde and Karbyodde,8.5833,56.75,510
DK026,Dråby Vig and Buksør Odde,8.8333,56.8333,1680
DK027,Glomstrup Vig,8.5833,56.6667,6990
DK028,Nissum Bredning,8.3333,56.6667,13570
DK029,Flyndersø and Skallesø,8.8333,56.5,830
DK030,Norsminde (Kysing) Fjord,10.3333,56,370
DK031,Stavnsfjord and adjacent waters,10.6667,55.9,15450
DK032,Ørkenen and Totten (Anholt Island),11.5833,56.7167,2000
DK033,Salten Langsø,9.5833,56.1,970
DK034,Forest areas south of Silkeborg,9.4667,56.0167,5070
DK035,Mossø,9.8,56.0333,2020
DK036,Horsens Fjord,10.1667,55.85,42880
DK037,Borris Hede,8.6833,55.9167,4760
DK038,Nissum Fjord,8.2333,56.35,10890
DK039,Harboøre Tange,8.25,56.6667,7280
DK040,Venø and Venø Sund,8.6667,56.5833,2920
DK041,Stadil Fjord and Veststadil Fjord,8.15,56.1833,6910
DK042,Heath areas in Sønder Feldborg Plantage,8.9667,56.3167,120
DK043,Ringkøbing Fjord,8.25,56,27720
DK044,Uldum Kær,9.55,55.8667,1050
DK045,Forest areas along the northern part of,9.75,55.7,2690
DK046,Randbøl Hede,9.15,55.6667,1010
DK047,Lillebælt,9.7167,55.35,35060
DK048,Heath areas near Store Råbjerg,9,55.7333,630
DK049,Ho Bugt meadows,8.3167,55.6,2700
DK050,Kallesmærsk Hede,8.15,55.6,6570
DK051,Ribe Holme and meadows at Kongeåen,8.7,55.3333,6660
DK052,Mandø,8.5667,55.2833,850
DK053,Fanø,8.4,55.4333,4370
DK054,Vejen Mose,9.0833,55.5167,460
DK055,Skallingen and Langli,8.25,55.5,2240
DK056,Fiilsø,8.25,55.7,4270
DK057,Vadehavet (Wadden Sea),8.5333,55.2667,115850
DK058,Hostrup Sø,9.45,54.95,1330
DK059,Pamhule Skov,9.3833,55.2167,1100
DK060,Tøndermarsken,8.7167,54.9,6520
DK061,Kongens Mose and Draved Skov,8.9333,55.0333,790
DK062,Tinglev Mose and Sø,9.2667,54.9333,930
DK063,Sønder Ådal,9.05,54.9,2690
DK064,Flensborg Fjord and Nybøl Nor,9.5833,54.8333,3350
DK065,Rømø,8.5333,55.05,7010
DK066,Lindet Skov,8.9,55.15,2340
DK067,Ballum og Husum Enge,8.7167,55.1333,4280
DK068,Forests near Gråsten,9.5333,54.9333,870
DK069,Kogsbøl and Skast Mose,8.7,55.05,560
DK070,Frøslev Plantage and Frøslev Mose,9.2333,54.8167,1700
DK071,Sydfynske Ø-hav,10.3333,55,38440
DK072,Marstal Bugt and the coast of south-wes,10.6667,54.7833,4980
DK073,Vresen and sea area between Fyn and Lan,10.8333,55.1667,3470
DK074,Forests near Brahetrolleborg,10.3833,55.1167,2570
DK075,Odense Fjord,10.5667,55.5,5060
DK076,Nærå Coast and Æbelø area,10.2167,55.6,13060
DK077,Romsø and Hindsholm peninsula,10.8333,55.5,3490
DK079,Ertholmene east of Bornholm,15.1833,55.3167,1257
DK080,Almindingen,14.9667,55.1333,6090
DK082,Bøtø Nor,11.95,54.6333,1710
DK083,Hyllekrog-Rødsand and Fehmarn Belt,11.7167,54.55,100000
DK084,Ulvsund,12,54.9167,8160
DK086,Guldborgsund,11.8333,54.8333,2820
DK087,Maribo lakes,11.5167,54.7667,3810
DK088,Nakskov Fjord and Indre Fjord,11.0333,54.8333,8550
DK089,Præstø Fjord,12.25,55.0833,24640
DK090,Klinteskoven,12.5333,54.9667,1010
DK091,Holmegårds Mose and Porsemose,11.8333,55.3333,1900
DK092,Forests near Vemmetofte,12.2,55.25,1860
DK093,Tystrup-Bavelse Søerne,11.5833,55.3667,1960
DK094,Sejrø Bay and Nekselø,11.3,55.8333,40250
DK097,Hovvig,11.6667,55.9167,240
DK098,Sprogø and Halsskov Rev,11,55.3333,4920
DK099,Saltbæk Vig,11.1667,55.75,3630
DK100,Tissø,11.3333,55.5833,2890
DK101,Bregentved and Gisselfeldt Lakes,12,55.3333,600
DK102,Korshage,11.8333,55.9667,4000
DK103,Wetland north of Gammel Havdrup,12.15,55.5667,100
DK104,Ramsø Mose,12.05,55.5833,220
DK105,Roskilde Fjord,12.0833,55.75,13180
DK106,Arresø,12.1667,56,4610
DK107,Jægerspris Nordskov,11.9833,55.9,1520
DK108,Grib Skov,12.3333,55.9667,6130
DK109,Furesø and Farum Sø,12.4167,55.8,1290
DK110,Saltholm,12.8333,55.6667,7240
DK111,Vestamager and adjacent sea area,12.5333,55.5833,6210
DK112,Hjelm,10.8167,56.1333,70
DK113,Møllesø and Gjorslev,12.3333,55.4167,50
DK114,Sjørring Sø,8.5667,56.95,400
DK116,Bolle and Try meadows,10.2,57.1167,1500
DK117,Store Vildmose,9.8333,57.2167,6000
DK121,Skagerrak-Southwest Norwegian trench,9,57.6666,1600000
DK123,Eastern German Bight,8,54.0833,1150000
DK124,Hellebæk,12.5333,56.05,800
DK125,Skagen,10.6,57.75,1800
DK126,Gilleleje area,12.25,56.1167,1250
DK127,Stevns,12.4333,55.35,1000
DK128,Northwestern Kattegat,11,57.2,580000
DK129,Lille Middelgrund,11.7833,56.95,126000
DK130,Smålandsfarvandet,11.4666,55.0666,135300
DK131,Pomeranian Bay,14.5333,54.4,623500
EE001,Kõrgessaare-Mudaste coast,22.4833,59,4961
EE002,Vanamõisa bay,22.4833,58.7333,1529
EE009,Marimetsa-Õmma,23.9833,58.9333,7636
EE011,Küdema bay,22.2667,58.5333,4519
EE012,Tagamõisa peninsula,21.9166,58.5,11190
EE013,Vilsandi archipelago,21.9,58.35,18214
EE015,Riksu coast,22.0666,58.1833,1686
EE016,Lõu bay,22.15,58.1167,4797
EE020,Kasti bay,22.6167,58.2166,3768
EE021,Siiksaare-Oessaare bays,22.8833,58.3,3902
EE026,Nätsi-Võlla,24.1,58.4833,16874
EE030,Luitemaa,24.5666,58.15,12960
EE031,Põhja-Liivimaa,24.6833,58,14162
EE032,Soomaa,25.1166,58.45,39909
EE034,Ohepalu,25.9333,59.35,5683
EE035,Puhatu mire,27.7333,59.15,13178
EE036,Alam-Pedja,26.2166,58.4666,34692
EE038,Lahepera lake,27.2166,58.5667,255
EE039,Ropka-Ihaste,26.7667,58.3333,953
EE040,Mouth of the Emajõgi river and Piirissa,27.3167,58.3833,32977
EE041,Meelva bog,27.35,58.1333,2073
EE042,Meenikunno bog,27.3,57.9333,2651
EE043,Koiva-Mustjõe,26.4333,57.6,2548
EE045,Nõva-Osmussaar,23.45,59.1833,23924
EE049,Irbe strait,21.85,57.8166,206640
EE054,Tuhu-Kesu,24.2166,58.6833,19260
EE055,Kärevere,26.5166,58.4333,2375
EE056,Räpina polder,27.5,58.1333,1752
EE059,Pärnu bay (NEW),24.05,58.25,109330
EE061,Taarikõnnu-Kaisma,24.6666,58.7,7513
EE062,Lavassaare,24.2833,58.55,10260
EE063,Kahtla-Kübassaare,23.1333,58.4166,14355
EE064,Koigi,22.9666,58.5,2364
EE065,Mullutu,22.3666,58.25,6801
EE067,Väinameri,23.25,58.7666,279557
EE068,Käntu-Kastja,24.0833,58.7833,1181
EE069,Suursoo-Leidissoo,23.7166,59.1166,22417
EE070,Pakri,24.2166,59.35,21039
EE071,Kõnnumaa-Väätsa,25.1166,58.9666,19898
EE072,Kolga bay,25.2333,59.5666,2511
EE073,Lahemaa,25.8666,59.5833,72504
EE074,Põhja-Kõrvemaa,25.6833,59.3666,14162
EE075,Kõrvemaa,25.55,59.15,22929
EE076,Kunda,26.4833,59.5166,286
EE077,Vaindloo island,26.3666,59.8166,52
EE078,Tudu,26.75,59.15,4911
EE079,Sirtsi,26.8166,59.2666,5116
EE080,Muraka,27.1166,59.15,18306
EE081,Agusalu,27.55,59.0833,11968
EE082,Struuga floodplain,27.7333,59.0333,1197
EE083,Peipsi,27,58.7833,1842
EE084,Vooremaa,26.7,58.5666,3733
EE085,Haanja,27.0333,57.7333,16903
EE087,Karula,26.4833,57.7,13014
EE088,Otepää,26.4333,58.05,22825
EE089,Võrtsjärv,26.0666,58.25,30600
EE090,Rubina,25.7666,58.0666,1981
EE091,Parika,25.7833,58.5,2319
ES004,Costa de la Muerte (North coast),-8.9333,43.2333,9650
ES006,Cape Candelaria-Ortigueira estuary-Cape,-7.8667,43.6667,6700
ES007,Eo river estuary-Barayo beach-Ría de Fo,-7.0667,43.55,7500
ES008,La Limia,-7.6667,42.1667,32800
ES009,Ancares mountains,-6.8333,42.8333,50600
ES010,Montes Aquilanos range,-6.5,42.3333,55000
ES011,La Cabrera mountain range,-6.75,42.25,73700
ES012,Muniellos,-6.7333,43.0833,24100
ES013,Degaña-Hermo,-6.5,42.9167,32000
ES014,Babia-Somiedo,-6,43.1667,166860
ES016,Central ranges of the Cantabric mountai,-5.3667,43.1,117500
ES017,Cape Busto-Luanco,-6,43.5833,6000
ES018,Ribadesella-Tina Mayor,-4.75,43.4167,3600
ES019,Riaño,-5,43.0833,70000
ES020,Picos de Europa mountain range,-4.8333,43.1667,132000
ES021,Fuentes Carrionas,-4.6667,42.9167,66000
ES022,Peña Labra and Cordel mountain ranges,-4.3333,43,110000
ES023,River Ebro dam,-3.95,43,11600
ES024,Tina Menor-Sarnosa island-Oyambre,-4.3333,43.4167,1100
ES025,Portios islets-Conejera island,-4,43.5,10
ES026,Santander bay-Mouro islet,-3.75,43.4167,3300
ES027,Santoña marshes,-3.5,43.5,6907
ES028,Humada-Peña Amaya,-4,42.6667,41000
ES029,Upper Ebro and Rudrón canyons,-3.5833,42.75,74500
ES031,Obarenes mountains,-3.25,42.6667,35000
ES032,Valdegovía-Arcena mountain range,-3.1833,42.8333,20000
ES033,La Losa-Orduña (Salvada mountain range),-3.0667,43.0167,20000
ES034,Sobrón canyon,-3.0833,42.7667,4800
ES035,Guernica estuary-Cape Ogoño,-2.6833,43.3667,4000
ES036,Izki mountains,-2.5,42.6667,9250
ES037,Chingudi-Bidasoa estuary,-1.7833,43.3667,525
ES038,Tierra de Campos steppes,-5.2,42.15,268000
ES040,Esla dam,-5.7833,41.6667,22300
ES041,Belver de los Montes-Gallegos del Pan,-5.4167,41.7,40300
ES042,River Pisuerga at Dueñas,-4.5167,41.8333,2300
ES043,Carrión-Frómista,-4.5167,42.25,58500
ES044,Cerrato high moor,-4,41.9167,108000
ES045,La Demanda mountains,-3,42.25,133000
ES046,Urbión and Cebollera Mountain Ranges,-2.75,42.0833,142000
ES047,Gorges of Iregua,-2.3333,42.2833,23400
ES048,Arnedillo-Isasa crag,-2.1667,42.1667,5530
ES049,Alcarama mountain and Alhama river,-2,41.9167,10500
ES050,River Lobos canyon,-3.1,41.7833,9580
ES051,Arlanza Valley-Peñas de Cervera,-3.4167,42,26000
ES052,Montejo de la Vega-Riaza canyon,-3.5833,41.5333,9400
ES053,Duratón canyon,-3.8333,41.3333,8800
ES055,River Moros,-4.3,41.0167,11500
ES056,Northern slope of Guadarrama mountain r,-4.0833,40.8667,54500
ES059,Castronuño-Zamora,-5.25,41.5,19500
ES061,Tierra de Campiñas steppes,-5.15,41.15,189600
ES063,Arribes del Duero-Fermoselle,-6.25,41.4167,53000
ES064,Río Huebra-Arribes del Duero,-6.75,40.8333,170000
ES065,Campo de Argañán,-6.6667,40.5,47000
ES066,Peña de Francia,-6.1667,40.5,65500
ES067,Gredos and Candelario mountain ranges,-4.9167,40.3333,173600
ES068,Tietar valley,-4.85,40.25,86000
ES070,El Escorial-San Martín de Valdeiglesias,-4.1667,40.5,198400
ES071,El Pardo-Viñuelas,-3.75,40.5833,34000
ES072,Redbeeds and copses of Aranjuez,-3.6667,40,18000
ES073,Cortados del Jarama,-3.5167,40.1667,25000
ES074,Talamanca-Camarma,-3.4167,40.6667,52000
ES075,Alcarria de Alcalá steppes,-3.3,40.3167,8000
ES076,Alto Lozoya-La Pedriza,-3.8667,40.8333,55000
ES077,Ayllón mountain range,-3.3333,41.25,187000
ES079,Tiermes-Caracena,-2.5,41.3333,45300
ES081,Layna high moors,-2.3333,41.0833,2100
ES082,Las Cañas lake,-2.4,42.4833,101
ES083,Echauri crags,-1.8333,42.8,1400
ES084,Gorramendi mountain and Itxusi crags,-1.5,43.1667,6300
ES085,Roncesvalles-Irati-Abodi mountain range,-1.25,43,39000
ES086,Areta,-1.3667,42.7833,19500
ES087,Leyre,-1.0667,42.7,23500
ES089,Pitillas and Dos Reinos lagoons,-1.5667,42.4,260
ES091,Cinco Villas ponds,-1.1667,42.1667,860
ES092,Moncayo mountain range,-1.8333,41.75,47600
ES093,River Jalón canyon,-1.5,41.5,23500
ES095,Gallocanta lake,-1.5,40.9333,30280
ES097,Montes Universales-Albarracín mountain,-1.6667,40.4167,80300
ES098,Campo Visiedo,-1.0833,40.6667,18000
ES100,River Martín canyons and Arcos mountain,-0.75,40.9167,38800
ES102,Lower course of the river Huerva,-1,41.4167,37000
ES103,Belchite-Mediana,-0.75,41.3333,53000
ES105,Monegrillo-Pina steppe area-Pina,-0.5833,41.5833,43100
ES106,Los Monegros (South),-0.25,41.4167,49000
ES107,Valdurrios-Serreta Negra and Los Rincon,0.1667,41.3333,49500
ES108,Lower course of the river Matarraña-Rib,0.3333,41,73500
ES109,Rivers Cinca and Alcanadre riverine for,0.2,41.7833,9450
ES110,Ballobar-Candasnos,0.2,41.6167,26000
ES111,Cinca river rice fields and steppe area,0.05,41.8333,14400
ES113,Alcubierre and Sigena mountain ranges,-0.5,41.6667,64500
ES115,Zuera mountains,-0.9167,42,35000
ES116,Tormos reservoir (La Sotonera),-0.65,42.0833,7500
ES117,Bajo Alcanadre-Serreta de Tramaced,-0.0833,42,17000
ES118,Guara mountain range,-0.1667,42.3333,95000
ES119,Oturia-Canciás,-0.1667,42.5,33520
ES120,Santo Domingo-Riglos-Gratal,-0.6667,42.4167,45000
ES124,Collarada-Telera,-0.4167,42.6667,21000
ES125,Panticosa-Vignemale-Tendeñera,-0.1667,42.75,32000
ES127,Gistaín-Cotiella,0.4167,42.5833,42000
ES128,Posets-Maladeta,0.5,42.6667,44700
